tensor_location,criterion_score,layer_name,value_before,value_after,bit_i,baseline_score,accuracy_drop,activation
"(3, 2, 0, 1)",0.98,conv2.weight,0.18097621,-0.18097621202468872,0,0.98,0.0,relu
"(3, 2, 0, 2)",0.98,conv2.weight,0.059853084,-0.05985308438539505,0,0.98,0.0,relu
"(3, 2, 1, 0)",0.98,conv2.weight,-0.04417494,0.04417493939399719,0,0.98,0.0,relu
"(3, 2, 1, 1)",0.98,conv2.weight,-0.26884758,0.26884758472442627,0,0.98,0.0,relu
"(3, 2, 1, 2)",0.98,conv2.weight,-0.071768165,0.07176816463470459,0,0.98,0.0,relu
"(3, 2, 2, 0)",0.98,conv2.weight,-0.094978556,0.09497855603694916,0,0.98,0.0,relu
"(3, 2, 2, 1)",0.98,conv2.weight,0.050924458,-0.05092445760965347,0,0.98,0.0,relu
"(3, 2, 2, 2)",0.98,conv2.weight,0.14102262,-0.14102262258529663,0,0.98,0.0,relu
"(3, 3, 0, 0)",0.98,conv2.weight,0.07189396,-0.07189396023750305,0,0.98,0.0,relu
"(3, 3, 0, 1)",0.98,conv2.weight,-0.08891651,0.08891651034355164,0,0.98,0.0,relu
"(3, 3, 0, 2)",0.94,conv2.weight,0.42079294,-0.42079293727874756,0,0.98,0.040000000000000036,relu
"(3, 3, 1, 0)",0.97,conv2.weight,-0.42928362,0.42928361892700195,0,0.98,0.010000000000000009,relu
"(3, 3, 1, 1)",0.95,conv2.weight,-0.31581426,0.3158142566680908,0,0.98,0.030000000000000027,relu
"(3, 3, 1, 2)",0.94,conv2.weight,0.37161678,-0.37161678075790405,0,0.98,0.040000000000000036,relu
"(3, 3, 2, 0)",0.94,conv2.weight,-0.49274537,0.49274536967277527,0,0.98,0.040000000000000036,relu
"(3, 3, 2, 1)",0.98,conv2.weight,0.013899146,-0.013899145647883415,0,0.98,0.0,relu
"(3, 3, 2, 2)",0.95,conv2.weight,0.36931625,-0.3693162500858307,0,0.98,0.030000000000000027,relu
"(4, 0, 0, 0)",0.97,conv2.weight,0.034168806,-0.03416880592703819,0,0.98,0.010000000000000009,relu
"(4, 0, 0, 1)",0.95,conv2.weight,0.2689272,-0.2689271867275238,0,0.98,0.030000000000000027,relu
"(4, 0, 0, 2)",0.98,conv2.weight,-0.31206,0.31205999851226807,0,0.98,0.0,relu
"(4, 0, 1, 0)",0.98,conv2.weight,-0.21464126,0.2146412581205368,0,0.98,0.0,relu
"(4, 0, 1, 1)",0.98,conv2.weight,-0.07144897,0.07144896686077118,0,0.98,0.0,relu
"(4, 0, 1, 2)",0.98,conv2.weight,0.038469523,-0.038469523191452026,0,0.98,0.0,relu
"(4, 0, 2, 0)",0.96,conv2.weight,-0.29785594,0.297855943441391,0,0.98,0.020000000000000018,relu
"(4, 0, 2, 1)",0.97,conv2.weight,-0.11754847,0.11754847317934036,0,0.98,0.010000000000000009,relu
"(4, 0, 2, 2)",0.98,conv2.weight,-0.08089248,0.08089248090982437,0,0.98,0.0,relu
"(4, 1, 0, 0)",0.98,conv2.weight,-0.08615047,0.08615046739578247,0,0.98,0.0,relu
"(4, 1, 0, 1)",0.98,conv2.weight,0.06221876,-0.06221875920891762,0,0.98,0.0,relu
"(4, 1, 0, 2)",0.97,conv2.weight,0.16754276,-0.16754275560379028,0,0.98,0.010000000000000009,relu
"(4, 1, 1, 0)",0.98,conv2.weight,-0.12879702,0.1287970244884491,0,0.98,0.0,relu
"(4, 1, 1, 1)",0.98,conv2.weight,0.06261807,-0.06261806935071945,0,0.98,0.0,relu
"(4, 1, 1, 2)",0.97,conv2.weight,0.26622334,-0.26622334122657776,0,0.98,0.010000000000000009,relu
"(4, 1, 2, 0)",0.98,conv2.weight,-0.17168568,0.17168568074703217,0,0.98,0.0,relu
"(4, 1, 2, 1)",0.98,conv2.weight,0.21213908,-0.2121390849351883,0,0.98,0.0,relu
"(4, 1, 2, 2)",0.97,conv2.weight,0.3335778,-0.33357781171798706,0,0.98,0.010000000000000009,relu
"(4, 2, 0, 0)",0.98,conv2.weight,-0.48338217,0.4833821654319763,0,0.98,0.0,relu
"(4, 2, 0, 1)",0.96,conv2.weight,0.42851833,-0.4285183250904083,0,0.98,0.020000000000000018,relu
"(4, 2, 0, 2)",0.97,conv2.weight,0.17703491,-0.1770349144935608,0,0.98,0.010000000000000009,relu
"(4, 2, 1, 0)",0.97,conv2.weight,-0.51787585,0.5178758502006531,0,0.98,0.010000000000000009,relu
"(4, 2, 1, 1)",0.97,conv2.weight,0.28806338,-0.2880633771419525,0,0.98,0.010000000000000009,relu
"(4, 2, 1, 2)",0.97,conv2.weight,0.13807696,-0.13807696104049683,0,0.98,0.010000000000000009,relu
"(4, 2, 2, 0)",0.98,conv2.weight,0.048324205,-0.04832420498132706,0,0.98,0.0,relu
"(4, 2, 2, 1)",0.97,conv2.weight,0.25277305,-0.2527730464935303,0,0.98,0.010000000000000009,relu
"(4, 2, 2, 2)",0.96,conv2.weight,0.2516038,-0.2516038119792938,0,0.98,0.020000000000000018,relu
"(4, 3, 0, 0)",0.97,conv2.weight,0.10376609,-0.10376609116792679,0,0.98,0.010000000000000009,relu
"(4, 3, 0, 1)",0.97,conv2.weight,0.06293748,-0.06293748319149017,0,0.98,0.010000000000000009,relu
"(4, 3, 0, 2)",0.98,conv2.weight,-0.14715827,0.14715826511383057,0,0.98,0.0,relu
"(4, 3, 1, 0)",0.97,conv2.weight,-0.12536065,0.1253606528043747,0,0.98,0.010000000000000009,relu
"(4, 3, 1, 1)",0.97,conv2.weight,0.07601088,-0.07601088285446167,0,0.98,0.010000000000000009,relu
"(4, 3, 1, 2)",0.98,conv2.weight,0.034027103,-0.0340271033346653,0,0.98,0.0,relu
"(4, 3, 2, 0)",0.96,conv2.weight,0.1347485,-0.13474850356578827,0,0.98,0.020000000000000018,relu
"(4, 3, 2, 1)",0.97,conv2.weight,0.05313139,-0.05313139036297798,0,0.98,0.010000000000000009,relu
"(4, 3, 2, 2)",0.98,conv2.weight,-0.0324689,0.032468900084495544,0,0.98,0.0,relu
"(5, 0, 0, 0)",0.96,conv2.weight,-0.42931432,0.4293143153190613,0,0.98,0.020000000000000018,relu
"(5, 0, 0, 1)",0.96,conv2.weight,-0.3051671,0.3051671087741852,0,0.98,0.020000000000000018,relu
"(5, 0, 0, 2)",0.98,conv2.weight,-0.26965836,0.2696583569049835,0,0.98,0.0,relu
"(5, 0, 1, 0)",0.98,conv2.weight,-0.018647416,0.018647415563464165,0,0.98,0.0,relu
"(5, 0, 1, 1)",0.98,conv2.weight,-0.019577973,0.01957797259092331,0,0.98,0.0,relu
"(5, 0, 1, 2)",0.98,conv2.weight,-0.11554953,0.11554952710866928,0,0.98,0.0,relu
"(5, 0, 2, 0)",0.94,conv2.weight,0.3103628,-0.3103627860546112,0,0.98,0.040000000000000036,relu
"(5, 0, 2, 1)",0.94,conv2.weight,0.3599181,-0.35991808772087097,0,0.98,0.040000000000000036,relu
"(5, 0, 2, 2)",0.96,conv2.weight,0.19989073,-0.19989073276519775,0,0.98,0.020000000000000018,relu
"(5, 1, 0, 0)",0.97,conv2.weight,-0.43433776,0.4343377649784088,0,0.98,0.010000000000000009,relu
"(5, 1, 0, 1)",0.96,conv2.weight,-0.35974184,0.35974183678627014,0,0.98,0.020000000000000018,relu
"(5, 1, 0, 2)",0.98,conv2.weight,-0.1975386,0.1975385993719101,0,0.98,0.0,relu
"(5, 1, 1, 0)",0.98,conv2.weight,-0.22512423,0.22512422502040863,0,0.98,0.0,relu
"(5, 1, 1, 1)",0.98,conv2.weight,-0.026541064,0.02654106356203556,0,0.98,0.0,relu
"(5, 1, 1, 2)",0.98,conv2.weight,-0.13139437,0.1313943713903427,0,0.98,0.0,relu
"(5, 1, 2, 0)",0.97,conv2.weight,0.35287017,-0.3528701663017273,0,0.98,0.010000000000000009,relu
"(5, 1, 2, 1)",0.98,conv2.weight,0.019441234,-0.019441233947873116,0,0.98,0.0,relu
"(5, 1, 2, 2)",0.98,conv2.weight,-0.37093875,0.3709387481212616,0,0.98,0.0,relu
"(5, 2, 0, 0)",0.96,conv2.weight,-0.41077855,0.41077855229377747,0,0.98,0.020000000000000018,relu
"(5, 2, 0, 1)",0.96,conv2.weight,-0.22609954,0.22609953582286835,0,0.98,0.020000000000000018,relu
"(5, 2, 0, 2)",0.98,conv2.weight,-0.083633095,0.08363309502601624,0,0.98,0.0,relu
"(5, 2, 1, 0)",0.98,conv2.weight,-0.072452225,0.07245222479104996,0,0.98,0.0,relu
"(5, 2, 1, 1)",0.98,conv2.weight,-0.062128156,0.062128156423568726,0,0.98,0.0,relu
"(5, 2, 1, 2)",0.98,conv2.weight,-0.06476657,0.06476657092571259,0,0.98,0.0,relu
