tensor_location,criterion_score,layer_name,value_before,value_after,bit_i,baseline_score,accuracy_drop,activation
"(2, 1, 1, 1)",0.93,conv2.weight,-0.17459384,0.17459383606910706,0,0.95,0.019999999999999907,rrelu
"(2, 1, 1, 2)",0.94,conv2.weight,-0.18973012,0.18973012268543243,0,0.95,0.010000000000000009,rrelu
"(2, 1, 2, 0)",0.92,conv2.weight,-0.45183295,0.45183295011520386,0,0.95,0.029999999999999916,rrelu
"(2, 1, 2, 1)",0.91,conv2.weight,-0.49805924,0.4980592429637909,0,0.95,0.039999999999999925,rrelu
"(2, 1, 2, 2)",0.94,conv2.weight,-0.39134976,0.39134976267814636,0,0.95,0.010000000000000009,rrelu
"(2, 2, 0, 0)",0.95,conv2.weight,0.046186358,-0.046186357736587524,0,0.95,0.0,rrelu
"(2, 2, 0, 1)",0.94,conv2.weight,0.061090473,-0.06109047308564186,0,0.95,0.010000000000000009,rrelu
"(2, 2, 0, 2)",0.96,conv2.weight,-0.19494838,0.19494837522506714,0,0.95,-0.010000000000000009,rrelu
"(2, 2, 1, 0)",0.92,conv2.weight,0.42726526,-0.4272652566432953,0,0.95,0.029999999999999916,rrelu
"(2, 2, 1, 1)",0.94,conv2.weight,0.09934735,-0.09934735298156738,0,0.95,0.010000000000000009,rrelu
"(2, 2, 1, 2)",0.96,conv2.weight,-0.087292686,0.08729268610477448,0,0.95,-0.010000000000000009,rrelu
"(2, 2, 2, 0)",0.93,conv2.weight,0.32244655,-0.3224465548992157,0,0.95,0.019999999999999907,rrelu
"(2, 2, 2, 1)",0.95,conv2.weight,0.071337394,-0.07133739441633224,0,0.95,0.0,rrelu
"(2, 2, 2, 2)",0.94,conv2.weight,-0.17739515,0.17739515006542206,0,0.95,0.010000000000000009,rrelu
"(2, 3, 0, 0)",0.93,conv2.weight,0.09027014,-0.09027013927698135,0,0.95,0.019999999999999907,rrelu
"(2, 3, 0, 1)",0.96,conv2.weight,-0.11473243,0.11473242938518524,0,0.95,-0.010000000000000009,rrelu
"(2, 3, 0, 2)",0.89,conv2.weight,-0.53864443,0.5386444330215454,0,0.95,0.05999999999999994,rrelu
"(2, 3, 1, 0)",0.94,conv2.weight,0.20482422,-0.20482422411441803,0,0.95,0.010000000000000009,rrelu
"(2, 3, 1, 1)",0.94,conv2.weight,-0.0056682634,0.005668263416737318,0,0.95,0.010000000000000009,rrelu
"(2, 3, 1, 2)",0.94,conv2.weight,0.14748308,-0.14748308062553406,0,0.95,0.010000000000000009,rrelu
"(2, 3, 2, 0)",0.94,conv2.weight,0.16193001,-0.16193000972270966,0,0.95,0.010000000000000009,rrelu
"(2, 3, 2, 1)",0.95,conv2.weight,0.048890922,-0.04889092221856117,0,0.95,0.0,rrelu
"(2, 3, 2, 2)",0.87,conv2.weight,0.42788768,-0.4278876781463623,0,0.95,0.07999999999999996,rrelu
"(3, 0, 0, 0)",0.95,conv2.weight,0.018749783,-0.0187497828155756,0,0.95,0.0,rrelu
"(3, 0, 0, 1)",0.95,conv2.weight,0.023345457,-0.023345457389950752,0,0.95,0.0,rrelu
"(3, 0, 0, 2)",0.95,conv2.weight,-0.18052967,0.1805296689271927,0,0.95,0.0,rrelu
"(3, 0, 1, 0)",0.95,conv2.weight,-0.04326436,0.04326435923576355,0,0.95,0.0,rrelu
"(3, 0, 1, 1)",0.95,conv2.weight,-0.15949486,0.15949486196041107,0,0.95,0.0,rrelu
"(3, 0, 1, 2)",0.95,conv2.weight,-0.18411116,0.18411116302013397,0,0.95,0.0,rrelu
"(3, 0, 2, 0)",0.95,conv2.weight,-0.01066341,0.010663409717381,0,0.95,0.0,rrelu
"(3, 0, 2, 1)",0.95,conv2.weight,0.1737888,-0.17378880083560944,0,0.95,0.0,rrelu
"(3, 0, 2, 2)",0.95,conv2.weight,0.015512051,-0.015512051060795784,0,0.95,0.0,rrelu
"(3, 1, 0, 0)",0.95,conv2.weight,0.051679328,-0.051679328083992004,0,0.95,0.0,rrelu
"(3, 1, 0, 1)",0.95,conv2.weight,0.056370623,-0.05637062340974808,0,0.95,0.0,rrelu
"(3, 1, 0, 2)",0.95,conv2.weight,0.075979814,-0.0759798139333725,0,0.95,0.0,rrelu
"(3, 1, 1, 0)",0.95,conv2.weight,-0.19100943,0.19100943207740784,0,0.95,0.0,rrelu
"(3, 1, 1, 1)",0.95,conv2.weight,-0.058226574,0.0582265742123127,0,0.95,0.0,rrelu
"(3, 1, 1, 2)",0.95,conv2.weight,-0.20263486,0.20263485610485077,0,0.95,0.0,rrelu
"(3, 1, 2, 0)",0.95,conv2.weight,-0.04840957,0.04840957000851631,0,0.95,0.0,rrelu
"(3, 1, 2, 1)",0.95,conv2.weight,-0.059735376,0.05973537638783455,0,0.95,0.0,rrelu
"(3, 1, 2, 2)",0.95,conv2.weight,-0.14084665,0.14084665477275848,0,0.95,0.0,rrelu
"(3, 2, 0, 0)",0.95,conv2.weight,-0.21012796,0.21012796461582184,0,0.95,0.0,rrelu
"(3, 2, 0, 1)",0.95,conv2.weight,-0.04036756,0.04036755859851837,0,0.95,0.0,rrelu
"(3, 2, 0, 2)",0.95,conv2.weight,-0.17730395,0.1773039549589157,0,0.95,0.0,rrelu
"(3, 2, 1, 0)",0.95,conv2.weight,-0.20622054,0.20622053742408752,0,0.95,0.0,rrelu
"(3, 2, 1, 1)",0.95,conv2.weight,-0.1694482,0.16944819688796997,0,0.95,0.0,rrelu
"(3, 2, 1, 2)",0.95,conv2.weight,-0.05519511,0.05519511178135872,0,0.95,0.0,rrelu
"(3, 2, 2, 0)",0.95,conv2.weight,-0.13321437,0.13321436941623688,0,0.95,0.0,rrelu
"(3, 2, 2, 1)",0.95,conv2.weight,-0.16396663,0.16396662592887878,0,0.95,0.0,rrelu
"(3, 2, 2, 2)",0.95,conv2.weight,0.05308178,-0.053081780672073364,0,0.95,0.0,rrelu
"(3, 3, 0, 0)",0.95,conv2.weight,0.057253852,-0.05725385248661041,0,0.95,0.0,rrelu
"(3, 3, 0, 1)",0.95,conv2.weight,-0.14709371,0.14709371328353882,0,0.95,0.0,rrelu
"(3, 3, 0, 2)",0.95,conv2.weight,-0.10400884,0.10400883853435516,0,0.95,0.0,rrelu
"(3, 3, 1, 0)",0.95,conv2.weight,0.09330214,-0.09330213814973831,0,0.95,0.0,rrelu
"(3, 3, 1, 1)",0.95,conv2.weight,-0.03766635,0.03766635060310364,0,0.95,0.0,rrelu
"(3, 3, 1, 2)",0.95,conv2.weight,-0.1335157,0.13351570069789886,0,0.95,0.0,rrelu
"(3, 3, 2, 0)",0.95,conv2.weight,-0.017816387,0.017816387116909027,0,0.95,0.0,rrelu
"(3, 3, 2, 1)",0.95,conv2.weight,-0.0461267,0.046126700937747955,0,0.95,0.0,rrelu
"(3, 3, 2, 2)",0.95,conv2.weight,-0.052001167,0.052001167088747025,0,0.95,0.0,rrelu
"(4, 0, 0, 0)",0.95,conv2.weight,0.007961431,-0.007961430586874485,0,0.95,0.0,rrelu
"(4, 0, 0, 1)",0.95,conv2.weight,0.13219549,-0.13219548761844635,0,0.95,0.0,rrelu
"(4, 0, 0, 2)",0.94,conv2.weight,0.32363012,-0.32363012433052063,0,0.95,0.010000000000000009,rrelu
"(4, 0, 1, 0)",0.89,conv2.weight,-0.50821316,0.5082131624221802,0,0.95,0.05999999999999994,rrelu
"(4, 0, 1, 1)",0.91,conv2.weight,-0.34168476,0.3416847586631775,0,0.95,0.039999999999999925,rrelu
"(4, 0, 1, 2)",0.95,conv2.weight,0.05859027,-0.05859027057886124,0,0.95,0.0,rrelu
"(4, 0, 2, 0)",0.95,conv2.weight,0.2401267,-0.24012669920921326,0,0.95,0.0,rrelu
"(4, 0, 2, 1)",0.95,conv2.weight,0.12878625,-0.12878625094890594,0,0.95,0.0,rrelu
"(4, 0, 2, 2)",0.93,conv2.weight,-0.22269303,0.22269302606582642,0,0.95,0.019999999999999907,rrelu
"(4, 1, 0, 0)",0.95,conv2.weight,0.074755855,-0.07475585490465164,0,0.95,0.0,rrelu
"(4, 1, 0, 1)",0.95,conv2.weight,0.18818405,-0.18818405270576477,0,0.95,0.0,rrelu
"(4, 1, 0, 2)",0.94,conv2.weight,0.34476593,-0.34476593136787415,0,0.95,0.010000000000000009,rrelu
"(4, 1, 1, 0)",0.92,conv2.weight,-0.37179393,0.3717939257621765,0,0.95,0.029999999999999916,rrelu
"(4, 1, 1, 1)",0.87,conv2.weight,-0.46680453,0.46680453419685364,0,0.95,0.07999999999999996,rrelu
"(4, 1, 1, 2)",0.93,conv2.weight,-0.09547927,0.09547927230596542,0,0.95,0.019999999999999907,rrelu
"(4, 1, 2, 0)",0.95,conv2.weight,0.3019214,-0.30192139744758606,0,0.95,0.0,rrelu
"(4, 1, 2, 1)",0.95,conv2.weight,0.04125406,-0.041254058480262756,0,0.95,0.0,rrelu
"(4, 1, 2, 2)",0.93,conv2.weight,-0.2328255,0.23282550275325775,0,0.95,0.019999999999999907,rrelu
"(4, 2, 0, 0)",0.95,conv2.weight,0.1911308,-0.19113080203533173,0,0.95,0.0,rrelu
"(4, 2, 0, 1)",0.94,conv2.weight,-0.13605984,0.13605983555316925,0,0.95,0.010000000000000009,rrelu
"(4, 2, 0, 2)",0.94,conv2.weight,-0.3913652,0.3913652002811432,0,0.95,0.010000000000000009,rrelu
"(4, 2, 1, 0)",0.94,conv2.weight,-0.06659749,0.06659749150276184,0,0.95,0.010000000000000009,rrelu
"(4, 2, 1, 1)",0.95,conv2.weight,0.17225225,-0.17225225269794464,0,0.95,0.0,rrelu
"(4, 2, 1, 2)",0.95,conv2.weight,0.051815785,-0.051815785467624664,0,0.95,0.0,rrelu
"(4, 2, 2, 0)",0.93,conv2.weight,-0.14543357,0.14543357491493225,0,0.95,0.019999999999999907,rrelu
"(4, 2, 2, 1)",0.93,conv2.weight,-0.12766384,0.12766383588314056,0,0.95,0.019999999999999907,rrelu
"(4, 2, 2, 2)",0.94,conv2.weight,-0.03087415,0.03087414987385273,0,0.95,0.010000000000000009,rrelu
"(4, 3, 0, 0)",0.94,conv2.weight,-0.025868356,0.025868356227874756,0,0.95,0.010000000000000009,rrelu
"(4, 3, 0, 1)",0.94,conv2.weight,-0.10448839,0.10448838770389557,0,0.95,0.010000000000000009,rrelu
"(4, 3, 0, 2)",0.93,conv2.weight,-0.28244027,0.28244027495384216,0,0.95,0.019999999999999907,rrelu
"(4, 3, 1, 0)",0.92,conv2.weight,0.34814185,-0.3481418490409851,0,0.95,0.029999999999999916,rrelu
"(4, 3, 1, 1)",0.94,conv2.weight,0.31203768,-0.3120376765727997,0,0.95,0.010000000000000009,rrelu
"(4, 3, 1, 2)",0.94,conv2.weight,0.17853315,-0.1785331517457962,0,0.95,0.010000000000000009,rrelu
"(4, 3, 2, 0)",0.93,conv2.weight,-0.24675742,0.2467574179172516,0,0.95,0.019999999999999907,rrelu
"(4, 3, 2, 1)",0.94,conv2.weight,-0.014859395,0.01485939510166645,0,0.95,0.010000000000000009,rrelu
"(4, 3, 2, 2)",0.95,conv2.weight,0.01044618,-0.010446179658174515,0,0.95,0.0,rrelu
"(5, 0, 0, 0)",0.95,conv2.weight,-0.08439352,0.08439352363348007,0,0.95,0.0,rrelu
"(5, 0, 0, 1)",0.95,conv2.weight,-0.35441983,0.3544198274612427,0,0.95,0.0,rrelu
"(5, 0, 0, 2)",0.94,conv2.weight,0.12974934,-0.1297493427991867,0,0.95,0.010000000000000009,rrelu
"(5, 0, 1, 0)",0.95,conv2.weight,-0.25474983,0.2547498345375061,0,0.95,0.0,rrelu
"(5, 0, 1, 1)",0.95,conv2.weight,-0.20981371,0.20981371402740479,0,0.95,0.0,rrelu
"(5, 0, 1, 2)",0.93,conv2.weight,0.1035068,-0.10350680351257324,0,0.95,0.019999999999999907,rrelu
"(5, 0, 2, 0)",0.95,conv2.weight,-0.44105643,0.44105643033981323,0,0.95,0.0,rrelu
"(5, 0, 2, 1)",0.93,conv2.weight,0.13390596,-0.13390596210956573,0,0.95,0.019999999999999907,rrelu
"(5, 0, 2, 2)",0.95,conv2.weight,-0.04300783,0.043007828295230865,0,0.95,0.0,rrelu
"(5, 1, 0, 0)",0.95,conv2.weight,-0.053958036,0.05395803600549698,0,0.95,0.0,rrelu
"(5, 1, 0, 1)",0.95,conv2.weight,-0.3951139,0.39511388540267944,0,0.95,0.0,rrelu
"(5, 1, 0, 2)",0.94,conv2.weight,0.06880552,-0.0688055232167244,0,0.95,0.010000000000000009,rrelu
"(5, 1, 1, 0)",0.95,conv2.weight,-0.18954271,0.1895427107810974,0,0.95,0.0,rrelu
"(5, 1, 1, 1)",0.95,conv2.weight,-0.2112307,0.21123069524765015,0,0.95,0.0,rrelu
"(5, 1, 1, 2)",0.93,conv2.weight,0.07412906,-0.07412905991077423,0,0.95,0.019999999999999907,rrelu
"(5, 1, 2, 0)",0.94,conv2.weight,-0.4560104,0.4560104012489319,0,0.95,0.010000000000000009,rrelu
"(5, 1, 2, 1)",0.93,conv2.weight,0.2646845,-0.2646844983100891,0,0.95,0.019999999999999907,rrelu
