tensor_location,criterion_score,layer_name,value_before,value_after,bit_i,baseline_score,accuracy_drop,activation
"(2, 0, 0, 0)",0.96,conv2.weight,-0.7008682,0.7008681893348694,0,0.95,-0.010000000000000009,gelu
"(2, 0, 0, 1)",0.96,conv2.weight,-0.64103013,0.6410301327705383,0,0.95,-0.010000000000000009,gelu
"(2, 0, 0, 2)",0.95,conv2.weight,0.0036821798,-0.003682179842144251,0,0.95,0.0,gelu
"(2, 0, 1, 0)",0.94,conv2.weight,0.1639247,-0.1639246940612793,0,0.95,0.010000000000000009,gelu
"(2, 0, 1, 1)",0.94,conv2.weight,0.049163263,-0.04916326329112053,0,0.95,0.010000000000000009,gelu
"(2, 0, 1, 2)",0.95,conv2.weight,-0.49559185,0.4955918490886688,0,0.95,0.0,gelu
"(2, 0, 2, 0)",0.94,conv2.weight,0.104517475,-0.10451747477054596,0,0.95,0.010000000000000009,gelu
"(2, 0, 2, 1)",0.95,conv2.weight,0.22065945,-0.22065944969654083,0,0.95,0.0,gelu
"(2, 0, 2, 2)",0.92,conv2.weight,0.44593212,-0.4459321200847626,0,0.95,0.029999999999999916,gelu
"(2, 1, 0, 0)",0.95,conv2.weight,0.39025876,-0.3902587592601776,0,0.95,0.0,gelu
"(2, 1, 0, 1)",0.95,conv2.weight,-0.08313915,0.08313915133476257,0,0.95,0.0,gelu
"(2, 1, 0, 2)",0.95,conv2.weight,-0.4248583,0.42485830187797546,0,0.95,0.0,gelu
"(2, 1, 1, 0)",0.94,conv2.weight,0.06850543,-0.0685054287314415,0,0.95,0.010000000000000009,gelu
"(2, 1, 1, 1)",0.93,conv2.weight,0.46421584,-0.46421584486961365,0,0.95,0.019999999999999907,gelu
"(2, 1, 1, 2)",0.95,conv2.weight,-0.02031133,0.020311329513788223,0,0.95,0.0,gelu
"(2, 1, 2, 0)",0.95,conv2.weight,-0.21063146,0.21063145995140076,0,0.95,0.0,gelu
"(2, 1, 2, 1)",0.95,conv2.weight,0.2473945,-0.24739450216293335,0,0.95,0.0,gelu
"(2, 1, 2, 2)",0.94,conv2.weight,0.42599678,-0.4259967803955078,0,0.95,0.010000000000000009,gelu
"(2, 2, 0, 0)",0.96,conv2.weight,-0.34877256,0.3487725555896759,0,0.95,-0.010000000000000009,gelu
"(2, 2, 0, 1)",0.96,conv2.weight,-0.22248581,0.22248581051826477,0,0.95,-0.010000000000000009,gelu
"(2, 2, 0, 2)",0.95,conv2.weight,0.49598506,-0.4959850609302521,0,0.95,0.0,gelu
"(2, 2, 1, 0)",0.95,conv2.weight,-0.20844926,0.20844925940036774,0,0.95,0.0,gelu
"(2, 2, 1, 1)",0.95,conv2.weight,-0.27517414,0.2751741409301758,0,0.95,0.0,gelu
"(2, 2, 1, 2)",0.95,conv2.weight,-0.43682435,0.43682435154914856,0,0.95,0.0,gelu
"(2, 2, 2, 0)",0.95,conv2.weight,-0.03358506,0.03358506038784981,0,0.95,0.0,gelu
"(2, 2, 2, 1)",0.94,conv2.weight,0.11999546,-0.11999545991420746,0,0.95,0.010000000000000009,gelu
"(2, 2, 2, 2)",0.96,conv2.weight,-0.12369982,0.12369982153177261,0,0.95,-0.010000000000000009,gelu
"(2, 3, 0, 0)",0.95,conv2.weight,-0.22634438,0.22634437680244446,0,0.95,0.0,gelu
"(2, 3, 0, 1)",0.94,conv2.weight,-0.10635582,0.10635582357645035,0,0.95,0.010000000000000009,gelu
"(2, 3, 0, 2)",0.95,conv2.weight,0.10578151,-0.10578151047229767,0,0.95,0.0,gelu
"(2, 3, 1, 0)",0.94,conv2.weight,-0.3166329,0.3166328966617584,0,0.95,0.010000000000000009,gelu
"(2, 3, 1, 1)",0.93,conv2.weight,-0.41187838,0.411878377199173,0,0.95,0.019999999999999907,gelu
"(2, 3, 1, 2)",0.95,conv2.weight,-0.2762268,0.27622678875923157,0,0.95,0.0,gelu
"(2, 3, 2, 0)",0.95,conv2.weight,0.14229126,-0.14229126274585724,0,0.95,0.0,gelu
"(2, 3, 2, 1)",0.95,conv2.weight,-0.04242267,0.04242267087101936,0,0.95,0.0,gelu
"(2, 3, 2, 2)",0.94,conv2.weight,-0.11612766,0.11612766236066818,0,0.95,0.010000000000000009,gelu
"(3, 0, 0, 0)",0.95,conv2.weight,-0.0028797549,0.0028797548729926348,0,0.95,0.0,gelu
"(3, 0, 0, 1)",0.94,conv2.weight,-0.23439863,0.23439863324165344,0,0.95,0.010000000000000009,gelu
"(3, 0, 0, 2)",0.92,conv2.weight,0.32913652,-0.32913652062416077,0,0.95,0.029999999999999916,gelu
"(3, 0, 1, 0)",0.94,conv2.weight,-0.057924315,0.057924315333366394,0,0.95,0.010000000000000009,gelu
"(3, 0, 1, 1)",0.95,conv2.weight,-0.23202907,0.23202906548976898,0,0.95,0.0,gelu
"(3, 0, 1, 2)",0.94,conv2.weight,0.150553,-0.15055300295352936,0,0.95,0.010000000000000009,gelu
"(3, 0, 2, 0)",0.93,conv2.weight,0.3593961,-0.3593961000442505,0,0.95,0.019999999999999907,gelu
"(3, 0, 2, 1)",0.94,conv2.weight,0.3371493,-0.3371492922306061,0,0.95,0.010000000000000009,gelu
"(3, 0, 2, 2)",0.91,conv2.weight,0.39676952,-0.39676952362060547,0,0.95,0.039999999999999925,gelu
"(3, 1, 0, 0)",0.95,conv2.weight,0.009136979,-0.009136978536844254,0,0.95,0.0,gelu
"(3, 1, 0, 1)",0.94,conv2.weight,-0.21322645,0.21322645246982574,0,0.95,0.010000000000000009,gelu
"(3, 1, 0, 2)",0.95,conv2.weight,0.07691553,-0.07691553235054016,0,0.95,0.0,gelu
"(3, 1, 1, 0)",0.94,conv2.weight,-0.07274864,0.07274863868951797,0,0.95,0.010000000000000009,gelu
"(3, 1, 1, 1)",0.95,conv2.weight,0.011610401,-0.01161040086299181,0,0.95,0.0,gelu
"(3, 1, 1, 2)",0.94,conv2.weight,0.1273989,-0.12739889323711395,0,0.95,0.010000000000000009,gelu
"(3, 1, 2, 0)",0.94,conv2.weight,0.37677488,-0.3767748773097992,0,0.95,0.010000000000000009,gelu
"(3, 1, 2, 1)",0.93,conv2.weight,0.55873615,-0.5587361454963684,0,0.95,0.019999999999999907,gelu
"(3, 1, 2, 2)",0.95,conv2.weight,0.18282063,-0.1828206330537796,0,0.95,0.0,gelu
"(3, 2, 0, 0)",0.93,conv2.weight,0.33804095,-0.33804094791412354,0,0.95,0.019999999999999907,gelu
"(3, 2, 0, 1)",0.93,conv2.weight,0.15032186,-0.1503218561410904,0,0.95,0.019999999999999907,gelu
"(3, 2, 0, 2)",0.95,conv2.weight,0.045708027,-0.045708026736974716,0,0.95,0.0,gelu
"(3, 2, 1, 0)",0.94,conv2.weight,0.35810697,-0.35810697078704834,0,0.95,0.010000000000000009,gelu
"(3, 2, 1, 1)",0.94,conv2.weight,-0.18374738,0.18374738097190857,0,0.95,0.010000000000000009,gelu
"(3, 2, 1, 2)",0.94,conv2.weight,0.094423525,-0.09442352503538132,0,0.95,0.010000000000000009,gelu
"(3, 2, 2, 0)",0.94,conv2.weight,-0.24980654,0.24980653822422028,0,0.95,0.010000000000000009,gelu
"(3, 2, 2, 1)",0.95,conv2.weight,-0.11126756,0.1112675592303276,0,0.95,0.0,gelu
